Order ID,Order Date,Ship Date,Year,Month,State,Region,Segment,Category,Sub-Category,Product Name,Sales,Cost,Profit,Quantity,Discount,Currency
OD-10378,17-12-2022,19-12-2022,2022,December,Illinois,South,Corporate,Furniture,Tables,Product_27,802.15,842.28,-40.13,14,0.3,USD
OD-10379,27-10-2023,03-11-2023,2023,October,California,West,Home Office,Furniture,Chairs,Product_28,360.82,378.66,-17.84,7,0.3,USD
OD-10380,26-11-2023,30-11-2023,2023,November,California,South,Corporate,Furniture,Bookcases,Product_28,1384.71,1286.71,98.0,14,0.1,USD
OD-10381,15-05-2023,16-05-2023,2023,May,Illinois,East,Consumer,Technology,Accessories,Product_21,662.76,533.87,128.89,12,0.1,USD
OD-10382,17-11-2023,24-11-2023,2023,November,Florida,East,Corporate,Technology,Laptops,Product_16,724.21,878.35,-154.14,11,0.3,USD
OD-10383,26-04-2024,01-05-2024,2024,April,New York,East,Home Office,Office Supplies,Binders,Product_17,1705.25,1760.92,-55.67,14,0.3,USD
OD-10384,18-03-2022,25-03-2022,2022,March,Illinois,West,Corporate,Technology,Accessories,Product_2,1038.51,1193.44,-154.93,9,0.3,USD
OD-10385,29-08-2022,30-08-2022,2022,August,Arizona,South,Consumer,Technology,Accessories,Product_15,666.32,615.91,50.41,8,0.0,USD
OD-10386,27-02-2023,28-02-2023,2023,February,Illinois,East,Consumer,Office Supplies,Art,Product_29,1041.26,1054.18,-12.92,4,0.3,USD
OD-10387,08-01-2023,15-01-2023,2023,January,Arizona,South,Corporate,Furniture,Chairs,Product_23,1331.48,1626.4,-294.92,12,0.3,USD
OD-10388,17-02-2024,23-02-2024,2024,February,Illinois,Central,Corporate,Furniture,Chairs,Product_18,1067.87,1002.26,65.61,12,0.0,USD
OD-10389,18-06-2022,22-06-2022,2022,June,Illinois,South,Consumer,Furniture,Bookcases,Product_20,432.05,516.78,-84.73,2,0.3,USD
OD-10390,24-04-2024,01-05-2024,2024,April,Ohio,Central,Consumer,Furniture,Bookcases,Product_2,1856.92,1405.62,451.3,14,0.0,USD
OD-10391,07-04-2023,11-04-2023,2023,April,California,West,Corporate,Office Supplies,Art,Product_17,1485.62,1545.48,-59.86,9,0.3,USD
OD-10392,10-05-2023,15-05-2023,2023,May,New York,West,Home Office,Furniture,Bookcases,Product_4,805.44,824.75,-19.31,10,0.2,USD
OD-10393,29-01-2023,02-02-2023,2023,January,Ohio,West,Corporate,Office Supplies,Art,Product_11,1942.46,1972.48,-30.02,8,0.1,USD
OD-10394,09-09-2023,15-09-2023,2023,September,Washington,Central,Home Office,Office Supplies,Art,Product_23,1486.8,1486.47,0.33,9,0.1,USD
OD-10395,02-10-2023,08-10-2023,2023,October,New York,Central,Home Office,Technology,Laptops,Product_23,1317.67,1281.32,36.35,3,0.2,USD
OD-10396,19-02-2024,22-02-2024,2024,February,Illinois,South,Home Office,Office Supplies,Paper,Product_29,1702.24,1394.68,307.56,13,0.0,USD
OD-10397,26-01-2022,30-01-2022,2022,January,Illinois,East,Consumer,Furniture,Chairs,Product_25,1581.79,1761.15,-179.36,5,0.2,USD
OD-10398,05-03-2022,11-03-2022,2022,March,Arizona,East,Corporate,Technology,Phones,Product_4,1251.41,1081.71,169.7,11,0.1,USD
OD-10399,29-07-2023,02-08-2023,2023,July,California,Central,Home Office,Furniture,Bookcases,Product_30,794.09,721.46,72.63,7,0.2,USD
OD-10400,25-02-2022,26-02-2022,2022,February,Arizona,West,Home Office,Office Supplies,Paper,Product_27,489.82,470.83,18.99,11,0.2,USD
OD-10401,14-07-2023,20-07-2023,2023,July,Arizona,West,Corporate,Office Supplies,Binders,Product_6,1967.73,1592.64,375.09,2,0.1,USD
OD-10402,23-01-2024,28-01-2024,2024,January,Illinois,East,Corporate,Furniture,Tables,Product_18,565.27,649.26,-83.99,3,0.2,USD
OD-10403,23-04-2023,29-04-2023,2023,April,California,West,Corporate,Furniture,Chairs,Product_25,1868.14,1919.26,-51.12,10,0.2,USD
OD-10404,10-08-2023,15-08-2023,2023,August,Florida,Central,Home Office,Technology,Phones,Product_6,1065.18,1007.68,57.5,13,0.1,USD
OD-10405,04-07-2023,08-07-2023,2023,July,Washington,West,Consumer,Furniture,Tables,Product_11,753.56,754.19,-0.63,4,0.3,USD
OD-10406,23-04-2024,30-04-2024,2024,April,Washington,East,Home Office,Office Supplies,Binders,Product_15,518.68,420.27,98.41,11,0.1,USD
OD-10407,30-11-2023,03-12-2023,2023,November,Illinois,South,Corporate,Technology,Phones,Product_1,1827.11,1866.25,-39.14,14,0.2,USD
OD-10408,05-06-2023,09-06-2023,2023,June,Florida,Central,Home Office,Technology,Phones,Product_11,1052.09,849.13,202.96,2,0.1,USD
OD-10409,02-03-2024,07-03-2024,2024,March,Florida,East,Consumer,Office Supplies,Binders,Product_28,1386.54,1245.95,140.59,14,0.0,USD
OD-10410,28-04-2024,04-05-2024,2024,April,New York,East,Home Office,Office Supplies,Paper,Product_1,945.49,877.53,67.96,6,0.0,USD
OD-10411,25-02-2022,27-02-2022,2022,February,Florida,East,Home Office,Technology,Laptops,Product_30,554.36,605.61,-51.25,7,0.3,USD
OD-10412,20-03-2023,23-03-2023,2023,March,California,East,Home Office,Furniture,Tables,Product_21,1454.56,1126.96,327.6,2,0.0,USD
OD-10413,16-03-2022,19-03-2022,2022,March,Illinois,Central,Home Office,Office Supplies,Binders,Product_20,218.69,252.51,-33.82,13,0.3,USD
OD-10414,21-04-2024,27-04-2024,2024,April,Florida,West,Home Office,Furniture,Tables,Product_5,1506.17,1370.56,135.61,13,0.2,USD
OD-10415,28-05-2022,31-05-2022,2022,May,New York,Central,Consumer,Office Supplies,Art,Product_4,131.46,146.67,-15.21,10,0.3,USD
OD-10416,29-03-2022,01-04-2022,2022,March,Ohio,Central,Consumer,Furniture,Bookcases,Product_29,1309.57,1322.35,-12.78,9,0.1,USD
OD-10417,15-08-2022,20-08-2022,2022,August,California,East,Consumer,Technology,Phones,Product_28,1514.53,1649.07,-134.54,9,0.3,USD
OD-10418,16-03-2022,19-03-2022,2022,March,Florida,Central,Consumer,Office Supplies,Binders,Product_24,1182.16,1321.59,-139.43,6,0.2,USD
OD-10419,03-11-2023,05-11-2023,2023,November,Washington,East,Consumer,Furniture,Tables,Product_16,928.76,907.06,21.7,10,0.2,USD
OD-10420,06-06-2022,11-06-2022,2022,June,New York,Central,Corporate,Office Supplies,Paper,Product_1,660.77,576.16,84.61,13,0.1,USD
OD-10421,19-10-2023,23-10-2023,2023,October,Washington,West,Home Office,Technology,Accessories,Product_29,985.91,942.83,43.08,8,0.2,USD
OD-10422,14-05-2023,19-05-2023,2023,May,New York,East,Corporate,Furniture,Chairs,Product_29,1100.31,845.2,255.11,5,0.0,USD
OD-10423,20-01-2022,27-01-2022,2022,January,Ohio,East,Home Office,Office Supplies,Art,Product_25,1200.57,974.98,225.59,15,0.0,USD
OD-10424,11-07-2023,16-07-2023,2023,July,Ohio,West,Corporate,Technology,Laptops,Product_8,1788.3,1996.69,-208.39,10,0.2,USD
OD-10425,29-05-2023,03-06-2023,2023,May,California,Central,Home Office,Furniture,Tables,Product_22,515.82,443.97,71.85,13,0.1,USD
OD-10426,24-05-2022,28-05-2022,2022,May,Arizona,West,Home Office,Furniture,Chairs,Product_12,128.82,153.56,-24.74,13,0.3,USD
OD-10427,28-09-2022,01-10-2022,2022,September,Washington,West,Home Office,Furniture,Chairs,Product_13,965.86,907.93,57.93,8,0.0,USD
OD-10428,27-10-2023,30-10-2023,2023,October,Illinois,Central,Home Office,Furniture,Bookcases,Product_19,1111.48,1207.71,-96.23,3,0.3,USD
OD-10429,10-01-2023,15-01-2023,2023,January,Florida,Central,Corporate,Office Supplies,Binders,Product_17,841.39,865.19,-23.8,14,0.2,USD
OD-10430,09-05-2023,14-05-2023,2023,May,New York,West,Corporate,Furniture,Bookcases,Product_8,200.32,219.78,-19.46,11,0.2,USD
OD-10431,11-07-2022,13-07-2022,2022,July,Florida,East,Home Office,Technology,Laptops,Product_14,1631.79,1353.77,278.02,12,0.0,USD
OD-10432,06-05-2023,10-05-2023,2023,May,Ohio,West,Home Office,Furniture,Bookcases,Product_1,525.16,533.73,-8.57,3,0.1,USD
OD-10433,09-06-2023,10-06-2023,2023,June,Illinois,East,Consumer,Office Supplies,Binders,Product_30,401.07,292.93,108.14,7,0.0,USD
OD-10434,16-01-2024,22-01-2024,2024,January,Arizona,West,Corporate,Technology,Phones,Product_28,989.25,1087.97,-98.72,4,0.3,USD
OD-10435,24-03-2024,29-03-2024,2024,March,Washington,Central,Consumer,Furniture,Bookcases,Product_30,934.27,833.88,100.39,10,0.0,USD
OD-10436,30-01-2023,01-02-2023,2023,January,Ohio,West,Home Office,Furniture,Chairs,Product_27,341.64,318.08,23.56,2,0.1,USD
OD-10437,22-09-2023,27-09-2023,2023,September,Arizona,East,Consumer,Furniture,Bookcases,Product_22,304.14,220.73,83.41,10,0.0,USD
OD-10438,04-03-2024,10-03-2024,2024,March,California,South,Corporate,Office Supplies,Paper,Product_23,1083.14,1140.13,-56.99,4,0.3,USD
OD-10439,26-01-2023,29-01-2023,2023,January,New York,East,Corporate,Office Supplies,Art,Product_9,980.43,861.98,118.45,4,0.0,USD
OD-10440,16-06-2024,21-06-2024,2024,June,California,West,Consumer,Technology,Accessories,Product_19,1068.95,915.28,153.67,9,0.0,USD
OD-10441,30-07-2022,05-08-2022,2022,July,New York,Central,Consumer,Technology,Accessories,Product_14,1320.57,1236.39,84.18,5,0.2,USD
OD-10442,10-03-2023,15-03-2023,2023,March,Ohio,Central,Home Office,Technology,Laptops,Product_25,447.2,539.02,-91.82,9,0.3,USD
OD-10443,27-07-2023,01-08-2023,2023,July,Washington,Central,Home Office,Technology,Accessories,Product_25,1425.71,1192.25,233.46,12,0.1,USD
OD-10444,07-11-2023,08-11-2023,2023,November,New York,South,Home Office,Office Supplies,Binders,Product_4,468.19,444.68,23.51,7,0.2,USD
OD-10445,21-09-2023,27-09-2023,2023,September,Ohio,East,Consumer,Office Supplies,Art,Product_21,60.32,56.22,4.1,2,0.1,USD
OD-10446,07-09-2023,11-09-2023,2023,September,Washington,Central,Consumer,Furniture,Chairs,Product_3,1237.61,1259.06,-21.45,12,0.3,USD
OD-10447,15-02-2023,20-02-2023,2023,February,California,Central,Home Office,Office Supplies,Art,Product_25,1649.45,1880.8,-231.35,11,0.3,USD
OD-10448,26-07-2022,02-08-2022,2022,July,California,Central,Consumer,Office Supplies,Art,Product_26,1219.05,1092.52,126.53,9,0.1,USD
OD-10449,22-11-2023,23-11-2023,2023,November,Texas,East,Consumer,Technology,Phones,Product_9,1570.36,1803.77,-233.41,6,0.3,USD
OD-10450,25-07-2022,30-07-2022,2022,July,Illinois,East,Consumer,Furniture,Bookcases,Product_24,1668.04,1773.35,-105.31,15,0.2,USD
OD-10451,15-04-2024,18-04-2024,2024,April,Ohio,West,Corporate,Furniture,Bookcases,Product_19,59.07,66.36,-7.29,3,0.3,USD
OD-10452,27-07-2023,28-07-2023,2023,July,Illinois,Central,Consumer,Office Supplies,Paper,Product_29,1098.91,1073.03,25.88,13,0.2,USD
OD-10453,22-01-2023,27-01-2023,2023,January,Arizona,Central,Corporate,Technology,Phones,Product_29,1194.31,1458.17,-263.86,1,0.3,USD
OD-10454,11-03-2022,15-03-2022,2022,March,Ohio,West,Corporate,Office Supplies,Binders,Product_12,1057.18,1150.14,-92.96,1,0.2,USD
OD-10455,06-04-2022,10-04-2022,2022,April,New York,Central,Consumer,Office Supplies,Art,Product_16,662.05,731.1,-69.05,4,0.2,USD
OD-10456,04-02-2024,10-02-2024,2024,February,Florida,West,Consumer,Furniture,Tables,Product_28,567.54,477.45,90.09,4,0.1,USD
OD-10457,06-05-2024,11-05-2024,2024,May,Texas,East,Consumer,Technology,Phones,Product_22,1913.77,1452.43,461.34,8,0.0,USD
OD-10458,09-07-2023,10-07-2023,2023,July,Illinois,Central,Corporate,Technology,Accessories,Product_16,406.6,427.15,-20.55,13,0.2,USD
OD-10459,08-02-2024,13-02-2024,2024,February,California,South,Corporate,Furniture,Chairs,Product_17,727.21,680.45,46.76,14,0.1,USD
OD-10460,04-05-2022,10-05-2022,2022,May,California,Central,Home Office,Office Supplies,Paper,Product_1,1364.5,1185.26,179.24,7,0.0,USD
OD-10461,20-09-2023,27-09-2023,2023,September,Illinois,Central,Consumer,Technology,Phones,Product_16,1919.13,2118.76,-199.63,6,0.2,USD
OD-10462,11-03-2023,13-03-2023,2023,March,Ohio,Central,Corporate,Technology,Laptops,Product_9,928.92,747.95,180.97,10,0.1,USD
OD-10463,04-12-2023,06-12-2023,2023,December,Ohio,Central,Consumer,Furniture,Bookcases,Product_28,792.72,738.62,54.1,3,0.1,USD
OD-10464,10-01-2022,12-01-2022,2022,January,Washington,West,Home Office,Technology,Accessories,Product_26,998.91,849.47,149.44,5,0.0,USD
OD-10465,09-12-2023,11-12-2023,2023,December,Texas,Central,Corporate,Furniture,Chairs,Product_15,1501.96,1591.96,-90.0,5,0.2,USD
OD-10466,25-07-2023,01-08-2023,2023,July,Texas,East,Corporate,Technology,Accessories,Product_12,1741.37,1577.31,164.06,10,0.1,USD
OD-10467,28-10-2023,03-11-2023,2023,October,Washington,Central,Corporate,Office Supplies,Binders,Product_22,1045.37,1074.21,-28.84,13,0.3,USD
OD-10468,26-01-2023,31-01-2023,2023,January,Washington,West,Consumer,Technology,Accessories,Product_14,1280.98,1329.37,-48.39,10,0.3,USD
OD-10469,15-03-2022,16-03-2022,2022,March,Washington,West,Corporate,Furniture,Tables,Product_21,618.14,730.76,-112.62,5,0.3,USD
OD-10470,01-04-2023,08-04-2023,2023,April,New York,South,Corporate,Technology,Laptops,Product_6,1715.71,1517.54,198.17,3,0.1,USD
OD-10471,01-02-2024,07-02-2024,2024,February,Ohio,West,Consumer,Office Supplies,Binders,Product_4,236.33,263.01,-26.68,15,0.3,USD
OD-10472,27-01-2022,03-02-2022,2022,January,Illinois,East,Consumer,Technology,Laptops,Product_20,352.79,413.7,-60.91,11,0.3,USD
OD-10473,11-09-2022,17-09-2022,2022,September,New York,West,Consumer,Technology,Accessories,Product_1,118.55,110.72,7.83,6,0.2,USD
OD-10474,24-04-2023,01-05-2023,2023,April,New York,South,Consumer,Office Supplies,Paper,Product_19,1215.29,1360.07,-144.78,11,0.3,USD
OD-10475,17-10-2023,22-10-2023,2023,October,Florida,South,Home Office,Technology,Accessories,Product_26,224.63,235.18,-10.55,5,0.2,USD
OD-10476,09-06-2022,12-06-2022,2022,June,Illinois,West,Corporate,Furniture,Chairs,Product_16,1093.44,1107.94,-14.5,12,0.3,USD
OD-10477,04-05-2023,07-05-2023,2023,May,Florida,Central,Home Office,Furniture,Tables,Product_26,64.08,60.69,3.39,6,0.1,USD
OD-10478,29-07-2023,02-08-2023,2023,July,Ohio,West,Home Office,Technology,Phones,Product_27,787.8,665.25,122.55,5,0.0,USD
OD-10479,03-09-2022,08-09-2022,2022,September,Illinois,Central,Corporate,Office Supplies,Art,Product_14,416.6,423.2,-6.6,2,0.1,USD
OD-10480,24-04-2022,30-04-2022,2022,April,Arizona,South,Corporate,Technology,Laptops,Product_7,675.26,477.79,197.47,3,0.0,USD
OD-10481,23-01-2022,25-01-2022,2022,January,Arizona,Central,Consumer,Furniture,Tables,Product_24,66.0,69.06,-3.06,2,0.1,USD
OD-10482,11-08-2022,14-08-2022,2022,August,Arizona,South,Corporate,Technology,Accessories,Product_23,1593.28,1177.61,415.67,6,0.0,USD
OD-10483,30-05-2022,31-05-2022,2022,May,Arizona,East,Home Office,Technology,Accessories,Product_6,424.77,401.7,23.07,14,0.2,USD
OD-10484,28-04-2024,29-04-2024,2024,April,Arizona,West,Corporate,Furniture,Bookcases,Product_8,1488.36,1391.31,97.05,1,0.1,USD
OD-10485,29-02-2024,01-03-2024,2024,February,Ohio,West,Corporate,Office Supplies,Art,Product_22,1924.37,2136.72,-212.35,15,0.2,USD
OD-10486,16-01-2024,17-01-2024,2024,January,Arizona,East,Corporate,Office Supplies,Art,Product_21,632.69,464.45,168.24,6,0.0,USD
OD-10487,12-08-2022,13-08-2022,2022,August,California,South,Corporate,Furniture,Bookcases,Product_6,1599.06,1360.88,238.18,10,0.0,USD
OD-10488,06-09-2022,07-09-2022,2022,September,New York,South,Home Office,Furniture,Bookcases,Product_12,1553.05,1436.6,116.45,4,0.1,USD
OD-10489,04-12-2023,09-12-2023,2023,December,Washington,East,Consumer,Technology,Laptops,Product_21,350.14,321.62,28.52,9,0.0,USD
OD-10490,27-08-2022,30-08-2022,2022,August,Florida,Central,Corporate,Office Supplies,Art,Product_1,1394.04,1376.37,17.67,6,0.1,USD
OD-10491,10-02-2022,14-02-2022,2022,February,Arizona,Central,Home Office,Office Supplies,Paper,Product_7,1155.07,1234.86,-79.79,9,0.2,USD
OD-10492,25-04-2023,28-04-2023,2023,April,New York,West,Consumer,Office Supplies,Art,Product_15,626.56,649.42,-22.86,5,0.2,USD
OD-10493,05-03-2024,11-03-2024,2024,March,Washington,West,Consumer,Office Supplies,Paper,Product_25,1259.38,989.15,270.23,6,0.0,USD
OD-10494,06-07-2023,13-07-2023,2023,July,New York,South,Home Office,Technology,Phones,Product_20,602.1,675.79,-73.69,7,0.2,USD
OD-10495,20-06-2023,26-06-2023,2023,June,California,West,Consumer,Furniture,Chairs,Product_7,258.76,243.76,15.0,4,0.0,USD
OD-10496,20-10-2023,27-10-2023,2023,October,Illinois,South,Home Office,Technology,Laptops,Product_2,764.39,723.67,40.72,10,0.0,USD
OD-10497,02-08-2022,08-08-2022,2022,August,California,South,Home Office,Technology,Phones,Product_12,1138.14,1188.78,-50.64,15,0.3,USD
OD-10498,24-03-2024,30-03-2024,2024,March,California,Central,Home Office,Furniture,Bookcases,Product_24,187.26,133.68,53.58,5,0.0,USD
OD-10499,16-06-2023,17-06-2023,2023,June,Ohio,West,Home Office,Furniture,Bookcases,Product_7,426.58,387.12,39.46,11,0.1,USD
OD-10500,03-07-2022,08-07-2022,2022,July,Texas,South,Home Office,Office Supplies,Art,Product_25,1295.32,1391.64,-96.32,6,0.3,USD
OD-10501,14-03-2023,15-03-2023,2023,March,Washington,South,Home Office,Furniture,Chairs,Product_22,358.44,364.4,-5.96,10,0.3,USD
OD-10502,19-11-2022,24-11-2022,2022,November,Ohio,South,Home Office,Technology,Accessories,Product_27,1465.44,1332.4,133.04,10,0.1,USD
OD-10503,08-08-2022,12-08-2022,2022,August,Arizona,Central,Corporate,Office Supplies,Art,Product_15,1921.66,1353.35,568.31,1,0.0,USD
OD-10504,03-09-2023,04-09-2023,2023,September,Illinois,Central,Consumer,Office Supplies,Binders,Product_8,468.9,355.01,113.89,6,0.0,USD
OD-10505,08-12-2023,15-12-2023,2023,December,California,West,Consumer,Technology,Laptops,Product_15,743.53,786.83,-43.3,3,0.2,USD
OD-10506,20-08-2023,22-08-2023,2023,August,Ohio,Central,Consumer,Furniture,Tables,Product_19,1839.87,1415.05,424.82,12,0.0,USD
OD-10507,22-03-2024,26-03-2024,2024,March,Illinois,East,Home Office,Furniture,Tables,Product_2,1475.04,1814.86,-339.82,10,0.3,USD
OD-10508,27-02-2022,06-03-2022,2022,February,Texas,South,Corporate,Technology,Accessories,Product_28,1552.26,1228.66,323.6,12,0.0,USD
OD-10509,10-10-2023,14-10-2023,2023,October,New York,East,Corporate,Furniture,Tables,Product_11,1029.68,1068.16,-38.48,4,0.1,USD
OD-10510,20-01-2024,24-01-2024,2024,January,Ohio,East,Consumer,Technology,Laptops,Product_10,1583.42,1529.52,53.9,3,0.1,USD
OD-10511,03-05-2023,08-05-2023,2023,May,Texas,South,Corporate,Office Supplies,Binders,Product_13,1028.56,884.04,144.52,13,0.1,USD
OD-10512,08-05-2023,13-05-2023,2023,May,Florida,South,Home Office,Furniture,Tables,Product_18,1251.19,1237.95,13.24,12,0.1,USD
OD-10513,30-09-2022,07-10-2022,2022,September,Ohio,East,Consumer,Technology,Accessories,Product_14,762.27,810.96,-48.69,4,0.2,USD
OD-10514,03-11-2023,04-11-2023,2023,November,Arizona,Central,Home Office,Technology,Phones,Product_20,334.35,334.38,-0.03,1,0.1,USD
OD-10515,18-01-2023,20-01-2023,2023,January,California,East,Home Office,Office Supplies,Binders,Product_8,1900.43,1582.7,317.73,15,0.1,USD
OD-10516,19-04-2024,22-04-2024,2024,April,Arizona,East,Corporate,Furniture,Tables,Product_16,94.36,94.27,0.09,4,0.1,USD
OD-10517,20-06-2023,27-06-2023,2023,June,New York,South,Home Office,Technology,Laptops,Product_23,1412.57,1559.83,-147.26,1,0.3,USD
OD-10518,11-11-2023,16-11-2023,2023,November,Illinois,West,Consumer,Furniture,Tables,Product_7,1588.92,1806.17,-217.25,10,0.2,USD
OD-10519,02-11-2023,03-11-2023,2023,November,Washington,Central,Home Office,Furniture,Tables,Product_28,260.39,310.44,-50.05,5,0.3,USD
OD-10520,25-01-2023,30-01-2023,2023,January,Texas,Central,Corporate,Office Supplies,Binders,Product_6,437.81,411.57,26.24,8,0.0,USD
OD-10521,27-06-2023,30-06-2023,2023,June,New York,South,Home Office,Technology,Accessories,Product_1,726.22,721.64,4.58,6,0.2,USD
OD-10522,30-08-2022,04-09-2022,2022,August,California,Central,Corporate,Technology,Phones,Product_18,1900.78,1833.4,67.38,4,0.1,USD
OD-10523,07-02-2023,13-02-2023,2023,February,Florida,South,Home Office,Furniture,Chairs,Product_14,518.7,522.52,-3.82,3,0.3,USD
OD-10524,12-09-2023,15-09-2023,2023,September,New York,West,Consumer,Technology,Laptops,Product_19,1105.64,922.49,183.15,13,0.1,USD
OD-10525,13-11-2022,19-11-2022,2022,November,New York,West,Corporate,Office Supplies,Art,Product_21,1869.41,1814.5,54.91,15,0.1,USD
OD-10526,25-07-2023,30-07-2023,2023,July,New York,West,Corporate,Office Supplies,Binders,Product_24,107.49,108.53,-1.04,6,0.3,USD
OD-10527,07-11-2022,11-11-2022,2022,November,Florida,Central,Consumer,Office Supplies,Art,Product_4,306.51,306.08,0.43,1,0.2,USD
OD-10528,20-09-2023,22-09-2023,2023,September,California,West,Home Office,Office Supplies,Binders,Product_12,204.98,249.35,-44.37,13,0.3,USD
OD-10529,16-05-2024,21-05-2024,2024,May,Ohio,Central,Consumer,Technology,Laptops,Product_16,974.0,967.6,6.4,3,0.1,USD
OD-10530,23-02-2023,02-03-2023,2023,February,Florida,South,Consumer,Furniture,Tables,Product_25,448.9,463.81,-14.91,3,0.3,USD
OD-10531,17-05-2023,23-05-2023,2023,May,Ohio,West,Corporate,Technology,Accessories,Product_25,131.56,140.76,-9.2,12,0.3,USD
OD-10532,08-02-2023,13-02-2023,2023,February,Texas,East,Home Office,Office Supplies,Art,Product_15,940.96,687.42,253.54,15,0.0,USD
OD-10533,09-09-2022,14-09-2022,2022,September,Ohio,East,Home Office,Office Supplies,Paper,Product_17,1542.06,1506.91,35.15,1,0.1,USD
OD-10534,12-02-2023,15-02-2023,2023,February,Illinois,West,Corporate,Technology,Accessories,Product_20,1842.11,1720.72,121.39,12,0.1,USD
OD-10535,24-10-2023,28-10-2023,2023,October,New York,East,Consumer,Furniture,Bookcases,Product_13,856.44,775.32,81.12,8,0.0,USD
OD-10536,28-08-2023,03-09-2023,2023,August,Washington,East,Corporate,Furniture,Tables,Product_23,1314.72,1144.34,170.38,12,0.1,USD
OD-10537,07-05-2022,08-05-2022,2022,May,Washington,South,Home Office,Furniture,Bookcases,Product_3,1071.44,1023.58,47.86,7,0.1,USD
OD-10538,25-01-2023,26-01-2023,2023,January,New York,West,Consumer,Furniture,Tables,Product_6,1549.86,1817.96,-268.1,1,0.3,USD
OD-10539,18-01-2024,25-01-2024,2024,January,New York,West,Consumer,Technology,Accessories,Product_7,56.89,65.25,-8.36,13,0.2,USD
OD-10540,25-05-2023,01-06-2023,2023,May,Arizona,East,Home Office,Technology,Laptops,Product_8,472.9,537.48,-64.58,11,0.3,USD
OD-10541,29-03-2023,30-03-2023,2023,March,Illinois,East,Consumer,Office Supplies,Art,Product_20,1275.84,1324.03,-48.19,14,0.1,USD
OD-10542,01-06-2022,02-06-2022,2022,June,California,East,Consumer,Office Supplies,Paper,Product_22,1177.28,1256.42,-79.14,10,0.2,USD
OD-10543,31-03-2022,01-04-2022,2022,March,Illinois,West,Consumer,Furniture,Tables,Product_20,1338.8,1082.32,256.48,12,0.1,USD
OD-10544,07-02-2024,12-02-2024,2024,February,Washington,East,Corporate,Technology,Phones,Product_12,1800.18,1368.84,431.34,14,0.0,USD
OD-10545,13-05-2024,18-05-2024,2024,May,Texas,South,Consumer,Furniture,Tables,Product_23,1725.85,1930.95,-205.1,6,0.3,USD
OD-10546,14-12-2023,16-12-2023,2023,December,Texas,East,Home Office,Office Supplies,Binders,Product_16,1461.94,1525.15,-63.21,10,0.2,USD
OD-10547,18-05-2024,21-05-2024,2024,May,Arizona,Central,Consumer,Technology,Laptops,Product_17,1471.91,1542.57,-70.66,8,0.3,USD
OD-10548,17-09-2023,19-09-2023,2023,September,Texas,West,Consumer,Office Supplies,Paper,Product_1,956.53,732.35,224.18,13,0.0,USD
OD-10549,01-08-2022,08-08-2022,2022,August,Washington,South,Consumer,Office Supplies,Paper,Product_12,1142.81,1196.72,-53.91,11,0.1,USD
OD-10550,26-07-2022,01-08-2022,2022,July,Illinois,East,Corporate,Technology,Accessories,Product_17,1122.49,1034.42,88.07,13,0.0,USD
OD-10551,08-12-2022,11-12-2022,2022,December,Florida,East,Consumer,Technology,Laptops,Product_11,1675.96,1711.09,-35.13,15,0.3,USD
OD-10552,27-03-2024,28-03-2024,2024,March,Arizona,South,Consumer,Office Supplies,Binders,Product_29,1737.19,1796.92,-59.73,15,0.2,USD
OD-10553,13-04-2024,17-04-2024,2024,April,Washington,Central,Home Office,Office Supplies,Binders,Product_18,1094.98,1040.36,54.62,4,0.2,USD
OD-10554,25-03-2024,28-03-2024,2024,March,Washington,Central,Consumer,Furniture,Chairs,Product_13,1271.7,1153.76,117.94,14,0.1,USD
OD-10555,03-02-2023,05-02-2023,2023,February,Washington,Central,Home Office,Office Supplies,Binders,Product_23,111.68,92.22,19.46,7,0.0,USD
OD-10556,01-09-2022,04-09-2022,2022,September,Illinois,West,Home Office,Technology,Accessories,Product_6,268.85,203.13,65.72,13,0.0,USD
OD-10557,05-04-2022,09-04-2022,2022,April,New York,South,Home Office,Office Supplies,Binders,Product_7,713.23,681.93,31.3,8,0.2,USD
OD-10558,27-05-2022,03-06-2022,2022,May,California,West,Consumer,Furniture,Bookcases,Product_15,805.8,764.68,41.12,14,0.0,USD
OD-10559,15-02-2022,21-02-2022,2022,February,California,Central,Corporate,Office Supplies,Binders,Product_4,1065.13,1218.91,-153.78,11,0.2,USD
OD-10560,16-02-2024,19-02-2024,2024,February,Florida,Central,Consumer,Office Supplies,Binders,Product_10,589.47,637.94,-48.47,6,0.3,USD
OD-10561,07-10-2022,09-10-2022,2022,October,Texas,East,Consumer,Furniture,Tables,Product_7,1107.93,1199.04,-91.11,9,0.2,USD
OD-10562,23-12-2023,30-12-2023,2023,December,Texas,West,Consumer,Technology,Laptops,Product_10,1245.86,1541.53,-295.67,6,0.3,USD
OD-10563,30-01-2022,03-02-2022,2022,January,California,East,Corporate,Office Supplies,Binders,Product_3,881.61,966.18,-84.57,3,0.3,USD
OD-10564,16-11-2022,19-11-2022,2022,November,New York,East,Corporate,Furniture,Bookcases,Product_3,1635.06,2004.07,-369.01,15,0.3,USD
OD-10565,14-11-2022,20-11-2022,2022,November,Florida,South,Corporate,Office Supplies,Art,Product_8,330.26,304.43,25.83,15,0.2,USD
OD-10566,06-02-2023,08-02-2023,2023,February,Arizona,Central,Corporate,Office Supplies,Art,Product_16,109.02,93.99,15.03,8,0.0,USD
